property_id,deal_type,exit_strategy_hint,property_type,address,city,state,zip,county,beds,baths,sqft,year_built,condition,occupancy,purchase_price,arv,est_repairs,entry_fee,interest_rate,term_months,estimated_monthly_payment,mao_70_rule,days_on_market,latitude,longitude,source
9314,Rent To Own,Fix & Flip,Multi-Family,4226 Magnolia Dr,Greenville,MS,89650,County,2,1.5,2407,1995,Light Rehab,Tenant-Occupied,374747.0,421646.0,34482.0,12860.0,6.97,300,3163.33,260670.0,7,39.391545,-116.950626,synthetic
9315,Seller Finance,N/A,Condo,6084 Union Dr,Tempe,AZ,59389,Maricopa,5,2.0,1785,1970,Heavy Rehab,Vacant,511529.0,621608.0,109877.0,20736.0,6.68,300,4037.0,325248.0,6,29.516625,-111.340889,synthetic
9316,Subto,LTR,Single Family,8765 Cedar Cir,Riverton,NV,23108,County,3,2.0,1950,1983,Heavy Rehab,Tenant-Occupied,380177.0,597877.0,173149.0,11676.0,5.99,300,2695.93,245365.0,36,43.055897,-105.537196,synthetic
9317,Cash,Wholesale,Land,4864 River Dr,Fairview,IL,76002,County,4,3.0,2474,2004,Light Rehab,Vacant,334513.0,453163.0,2626.0,334513.0,0.0,0,0.0,314588.0,10,36.030801,-89.229651,synthetic
9318,Land Deal,LTR,Multi-Family,6224 Sunset Dr,Four Oaks,NC,26219,Johnston,3,3.5,2479,1969,Light Rehab,Tenant-Occupied,309779.0,502680.0,12510.0,26926.0,6.34,240,2401.47,339366.0,5,47.088624,-71.585586,synthetic
9319,Rent To Own,STR,Single Family,2351 River Cir,Riverton,OK,16829,County,4,2.0,2035,1998,Light Rehab,Tenant-Occupied,317729.0,361667.0,42976.0,28731.0,5.31,180,2851.0,210191.0,5,34.556795,-87.174892,synthetic
9320,Cash,LTR,Single Family,3041 Sunset Blvd,Knoxville,TN,65575,Knox,3,1.0,2500,1981,Light Rehab,Tenant-Occupied,508567.0,831941.0,142333.0,508567.0,0.0,0,0.0,440026.0,37,29.734573,-117.615719,synthetic
9321,DSCR Carryback,LTR,Single Family,791 Union Rd,Greenville,SC,60866,Greenville,3,1.5,1730,2002,Heavy Rehab,Tenant-Occupied,388174.0,480925.0,19560.0,9232.0,6.44,300,3206.31,317087.0,12,43.281876,-102.5086,synthetic
9322,Seller Finance,Co-Living,Condo,2992 Maple Cir,Fairview,NV,64447,County,3,3.0,1795,2025,Heavy Rehab,Vacant,383017.0,453104.0,66426.0,26212.0,6.45,180,3408.87,250747.0,19,34.758079,-93.696351,synthetic
9323,Land Deal,LTR,Townhouse,9827 Magnolia Ln,Jarrell,TX,24424,Williamson,4,3.5,3142,1997,Turnkey,Owner-Occupied,631411.0,704254.0,151128.0,18597.0,7.13,300,5317.13,341850.0,25,40.902375,-68.000026,synthetic
9324,Land Deal,MTR,Single Family,6794 Atlanta Dr,San Antonio,TX,88054,Bexar,6,2.0,2800,1981,Light Rehab,Tenant-Occupied,651443.0,742094.0,32449.0,8244.0,6.63,360,4940.98,487017.0,0,45.086679,-106.307224,synthetic
9325,Cash,LTR,Single Family,9219 Atlanta Way,Mauldin,SC,65289,Greenville,4,2.0,2191,2013,Light Rehab,Vacant,438347.0,487529.0,133123.0,438347.0,0.0,0,0.0,208147.0,3,42.738127,-116.670528,synthetic
9326,Subto,Co-Living,Single Family,3786 Park Dr,Springfield,NV,62912,County,5,4.0,3021,1999,Heavy Rehab,Vacant,434798.0,783901.0,107834.0,18097.0,5.85,300,3419.32,440896.0,21,46.707242,-95.597363,synthetic
9327,Cash,LTR,Single Family,5080 Carr St,Fairview,NV,29266,County,4,2.0,2775,1933,Light Rehab,Vacant,538863.0,919137.0,170284.0,538863.0,0.0,0,0.0,473111.0,41,46.02713,-69.393617,synthetic
9328,Cash,Fix & Flip,Single Family,6269 Union Ave,Springfield,IN,33418,County,6,1.0,3587,1963,Medium Rehab,Vacant,280719.0,484489.0,81688.0,280719.0,0.0,0,0.0,257454.0,5,46.011091,-107.690516,synthetic
9329,DSCR Carryback,Wholesale,Single Family,9444 Maple Ln,Lakeland,FL,50970,Polk,3,2.0,2564,1985,Medium Rehab,Owner-Occupied,175784.0,296818.0,59533.0,12726.0,6.66,180,1597.04,148240.0,52,44.742537,-96.175937,synthetic
9330,Subto,LTR,Condo,4188 Carr Ln,Franklin,OR,72338,County,4,2.0,2561,1997,Medium Rehab,Owner-Occupied,557591.0,620190.0,144400.0,15737.0,6.73,300,4351.6,289733.0,18,28.317887,-83.742997,synthetic
9331,Seller Finance,MTR,Single Family,4043 Sunset Cir,Franklin,VA,85482,County,4,2.5,1984,1965,Medium Rehab,Tenant-Occupied,492330.0,663005.0,134931.0,14344.0,5.72,240,3942.41,329172.0,7,39.807482,-105.112942,synthetic
9332,Rent To Own,LTR,Single Family,7148 Garden Way,Greenville,NV,16906,County,1,1.5,1562,1959,Turnkey,Owner-Occupied,140600.0,255266.0,8173.0,16091.0,6.42,180,1244.1,170513.0,11,32.700969,-76.080597,synthetic
9333,Wrap,LTR,Single Family,2871 Magnum Blvd,Franklin,OK,36764,County,3,1.0,2331,2025,Light Rehab,Vacant,422855.0,565859.0,61390.0,10059.0,7.34,360,3266.63,334711.0,10,42.987814,-93.129822,synthetic
9334,Hybrid,STR,Condo,2117 Carr Ln,Augusta,GA,17691,Richmond,5,2.0,2490,2020,Heavy Rehab,Tenant-Occupied,334123.0,603577.0,25722.0,15517.0,6.13,180,3276.34,396782.0,40,35.571725,-102.945182,synthetic
9335,Wrap,LTR,Townhouse,6436 Lake Blvd,Springfield,IN,51334,County,5,1.5,2815,2025,Heavy Rehab,Tenant-Occupied,317537.0,392522.0,47648.0,17878.0,7.02,180,3140.21,227117.0,5,35.06659,-121.372249,synthetic
9336,Cash,Wholesale,Single Family,5240 Magnolia Way,Fairview,OK,62884,County,3,1.0,2839,2009,Turnkey,Owner-Occupied,392447.0,454608.0,0.0,392447.0,0.0,0,0.0,318226.0,9,41.47643,-80.56312,synthetic
9337,Hybrid,Wholesale,Single Family,3694 Magnum Dr,Fairview,IN,28357,County,5,3.0,2197,1962,Light Rehab,Tenant-Occupied,440679.0,522486.0,98270.0,14466.0,6.07,240,3732.42,267470.0,3,47.947398,-122.547661,synthetic
9338,Cash,Fix & Flip,Condo,3222 Union Dr,Fairview,CO,77825,County,3,2.0,2142,2002,Light Rehab,Tenant-Occupied,259048.0,317946.0,29766.0,259048.0,0.0,0,0.0,192796.0,26,44.881243,-82.125509,synthetic
9339,Hybrid,Fix & Flip,Single Family,3483 Garden Ln,Riverton,OR,96359,County,6,3.0,2320,1979,Medium Rehab,Vacant,367429.0,566268.0,100894.0,12323.0,5.61,180,3246.72,295494.0,21,45.858568,-107.333647,synthetic
9340,Rent To Own,N/A,Single Family,2024 Magnolia St,Greenville,WA,90050,County,2,1.5,2360,1982,Heavy Rehab,Vacant,587590.0,952252.0,168864.0,12275.0,4.14,360,3491.96,497712.0,8,38.465109,-115.569619,synthetic
9341,Hybrid,Wholesale,Single Family,1321 Maple St,Mauldin,SC,64523,Greenville,3,1.0,2858,1999,Light Rehab,Owner-Occupied,663904.0,781330.0,91685.0,14484.0,6.04,360,5057.28,455246.0,3,37.281103,-118.806432,synthetic
9342,Cash,LTR,Single Family,9910 Garden Blvd,Madison,OK,70816,County,6,3.5,2740,2009,Turnkey,Vacant,537066.0,630565.0,0.0,537066.0,0.0,0,0.0,441396.0,7,43.490004,-109.522436,synthetic
9343,Cash,LTR,Single Family,5745 Sunset Ln,Madison,MO,57111,County,4,3.5,2516,1981,Light Rehab,Vacant,387721.0,442921.0,36664.0,387721.0,0.0,0,0.0,273381.0,6,44.309081,-72.877471,synthetic
9344,Subto,LTR,Multi-Family,5343 Hill Ave,Greenville,VA,99705,County,5,1.5,2851,2017,Light Rehab,Owner-Occupied,438429.0,629462.0,91761.0,14312.0,6.17,240,3586.94,348863.0,10,42.370393,-113.495913,synthetic
9345,Cash,N/A,Single Family,4930 River Ln,Miami,FL,50929,Miami-Dade,3,2.0,2585,2001,Light Rehab,Vacant,374873.0,429513.0,22112.0,374873.0,0.0,0,0.0,278548.0,20,26.659082,-117.511936,synthetic
9346,Subto,MTR,Single Family,2569 River St,Raleigh,NC,60494,Wake,5,1.0,2745,2004,Heavy Rehab,Vacant,287616.0,470175.0,35357.0,14206.0,4.4,240,2105.38,293766.0,33,48.727738,-87.016633,synthetic
9347,Seller Finance,Wholesale,Single Family,9445 Pine Blvd,Raleigh,NC,85841,Wake,3,1.0,1410,2016,Light Rehab,Tenant-Occupied,155644.0,271578.0,51234.0,14668.0,5.91,240,1191.8,138870.0,26,36.975507,-99.636281,synthetic
9348,Land Deal,STR,Single Family,9366 Hill Ct,San Diego,CA,81147,San Diego,2,2.0,2674,1971,Light Rehab,Vacant,468726.0,755406.0,121959.0,11146.0,5.13,360,3023.11,406825.0,1,36.69071,-85.933099,synthetic
9349,Wrap,LTR,Condo,5595 Maple Ave,Madison,CO,79920,County,4,2.5,2683,1988,Light Rehab,Vacant,507945.0,657270.0,138343.0,18190.0,3.28,360,2680.27,321746.0,18,33.79895,-81.5923,synthetic
9350,Seller Finance,MTR,Manufactured,3577 Maple Ln,Mesa,AZ,24131,Maricopa,3,3.5,1731,1993,Turnkey,Tenant-Occupied,426347.0,564666.0,104830.0,10606.0,5.71,240,3364.97,290437.0,17,36.818892,-79.748602,synthetic
9351,Hybrid,Co-Living,Condo,8754 Hill Cir,Jacksonville,FL,20058,Duval,2,2.0,1550,1981,Light Rehab,Tenant-Occupied,464046.0,566564.0,66802.0,10530.0,7.04,240,3984.59,329793.0,16,31.893965,-85.334212,synthetic
9352,Cash,Fix & Flip,Condo,1882 Cedar Rd,Greenville,UT,93749,County,3,3.0,2637,2005,Light Rehab,Vacant,393344.0,621835.0,110579.0,393344.0,0.0,0,0.0,324705.0,2,33.616189,-98.452123,synthetic
9353,Cash,MTR,Condo,6841 Lake Ln,Savannah,GA,12133,Chatham,2,1.0,1823,2015,Turnkey,Tenant-Occupied,349048.0,461481.0,0.0,349048.0,0.0,0,0.0,323037.0,1,42.78777,-68.047869,synthetic
9354,Cash,LTR,Single Family,6983 Atlanta Rd,Dallas,TX,12085,Dallas,1,2.0,1591,1993,Medium Rehab,Owner-Occupied,270959.0,439073.0,24345.0,270959.0,0.0,0,0.0,283006.0,0,31.081517,-114.358848,synthetic
9355,Land Deal,LTR,Single Family,8001 Mason St,Orlando,FL,72469,Orange,3,2.5,2187,1991,Light Rehab,Vacant,659958.0,766322.0,49519.0,12745.0,7.84,180,6878.75,486906.0,6,35.637639,-67.655299,synthetic
9356,Subto,Fix & Flip,Multi-Family,2899 Maple Ln,Tampa,FL,16295,Hillsborough,5,3.5,2083,2002,Medium Rehab,Vacant,372115.0,607913.0,98210.0,12163.0,6.07,240,3057.9,327329.0,14,27.189869,-121.920225,synthetic
9357,DSCR Carryback,LTR,Single Family,208 Oak Rd,Springfield,NV,45807,County,3,3.0,1893,1975,Turnkey,Vacant,398904.0,467593.0,10389.0,11995.0,5.25,240,2970.73,316927.0,2,31.906927,-76.850653,synthetic
9358,Seller Finance,Wholesale,Single Family,2083 Pine Cir,Greenville,AL,67834,County,5,3.0,2260,1938,Turnkey,Vacant,149213.0,263044.0,21390.0,7084.0,6.83,180,1472.92,162741.0,4,35.247142,-68.739211,synthetic
9359,Cash,MTR,Single Family,6019 River Dr,Memphis,TN,99973,Shelby,6,3.0,2708,1990,Medium Rehab,Vacant,700295.0,845161.0,107108.0,700295.0,0.0,0,0.0,484504.0,4,31.236271,-91.024835,synthetic
9360,Wrap,Wholesale,Manufactured,4038 Mason Cir,Jacksonville,FL,36880,Duval,3,1.5,1518,2002,Heavy Rehab,Vacant,220393.0,286308.0,12718.0,15939.0,6.22,360,1448.49,187697.0,65,28.267555,-102.247549,synthetic
9361,Cash,Wholesale,Single Family,2487 Atlanta Blvd,Miami,FL,38796,Miami-Dade,4,2.0,2300,2010,Medium Rehab,Vacant,390901.0,686934.0,153984.0,390901.0,0.0,0,0.0,326870.0,68,46.980168,-118.76436,synthetic
9362,Rent To Own,Fix & Flip,Condo,1267 Lake Rd,Greenville,SC,34002,Greenville,4,2.0,1793,1956,Heavy Rehab,Owner-Occupied,459294.0,616602.0,150756.0,35142.0,4.85,240,3347.76,280865.0,2,28.260454,-77.062563,synthetic
9363,Cash,Fix & Flip,Single Family,3270 Park Cir,Lakeland,FL,54139,Polk,5,1.5,2558,1969,Medium Rehab,Owner-Occupied,265183.0,368608.0,38946.0,265183.0,0.0,0,0.0,219080.0,24,26.144014,-90.618741,synthetic
9364,Rent To Own,Fix & Flip,Single Family,3489 Cedar Dr,Miami,FL,96059,Miami-Dade,3,2.0,1774,1938,Heavy Rehab,Vacant,276626.0,352372.0,45286.0,14274.0,4.9,240,2041.93,201374.0,1,38.376816,-119.524356,synthetic
9365,Seller Finance,STR,Single Family,6771 Sunset Ave,Peoria,AZ,93793,Maricopa,4,1.5,2361,1980,Heavy Rehab,Owner-Occupied,516568.0,807107.0,125731.0,15572.0,5.33,300,3441.29,439244.0,0,48.026644,-93.143428,synthetic
9366,Lease Purchase,Wholesale,Townhouse,9155 Lake Cir,Dallas,TX,41454,Dallas,3,1.5,2199,2010,Heavy Rehab,Owner-Occupied,224801.0,344073.0,68783.0,8198.0,5.79,240,1744.84,172068.0,14,48.564613,-97.633121,synthetic
9367,Land Deal,LTR,Single Family,9620 Pine Cir,Madison,AL,48521,County,3,2.5,1283,1979,Medium Rehab,Vacant,129047.0,168470.0,16517.0,21284.0,6.67,180,1129.99,101412.0,9,36.376586,-86.722347,synthetic
9368,DSCR Carryback,Wholesale,Townhouse,5426 Mason Cir,Los Angeles,CA,78327,Los Angeles,3,2.0,1895,1961,Medium Rehab,Tenant-Occupied,314198.0,373647.0,88028.0,27760.0,4.53,360,1811.55,173525.0,14,27.268125,-99.564517,synthetic
9369,Subto,Fix & Flip,Single Family,2252 Garden Cir,Greenville,SC,80100,Greenville,3,2.5,1459,1986,Turnkey,Tenant-Occupied,282956.0,429812.0,71840.0,11662.0,4.16,180,2379.22,229028.0,1,27.568774,-122.697743,synthetic
9370,Hybrid,Fix & Flip,Single Family,8061 River Rd,Fairview,IN,41744,County,4,2.5,2364,2009,Turnkey,Owner-Occupied,275526.0,355288.0,79565.0,14104.0,5.67,360,1888.5,169137.0,2,27.943924,-123.839755,synthetic
9371,Rent To Own,LTR,Townhouse,2191 Park Ln,Greenville,IL,71772,County,4,2.5,2910,1996,Light Rehab,Vacant,392025.0,570620.0,77013.0,18434.0,5.71,300,2659.24,322421.0,2,34.438783,-84.687564,synthetic
9372,Lease Purchase,STR,Multi-Family,9315 Union Way,Greenville,AL,90005,County,4,2.0,2404,2004,Light Rehab,Vacant,464323.0,543528.0,81769.0,18983.0,6.2,180,4253.62,298701.0,12,41.38516,-104.047186,synthetic
9373,Seller Finance,Fix & Flip,Single Family,938 Sunset Ct,Los Angeles,CA,19621,Los Angeles,2,1.5,2126,2014,Heavy Rehab,Vacant,408608.0,682956.0,157507.0,11601.0,7.1,180,4056.36,320562.0,6,42.361403,-121.450075,synthetic
9374,Cash,MTR,Single Family,1368 Magnolia Dr,Madison,PA,57517,County,1,2.5,1727,1972,Light Rehab,Tenant-Occupied,220682.0,317682.0,54692.0,220682.0,0.0,0,0.0,167685.0,11,38.481044,-98.477295,synthetic
9375,DSCR Carryback,Wholesale,Single Family,9947 Magnum Rd,Los Angeles,CA,47442,Los Angeles,6,1.0,3542,2007,Medium Rehab,Owner-Occupied,877960.0,1270258.0,139506.0,11331.0,8.08,360,7917.02,749674.0,5,43.144429,-67.962652,synthetic
9376,Rent To Own,Co-Living,Single Family,6068 Carr St,Jarrell,TX,74549,Williamson,2,3.0,2427,1961,Heavy Rehab,Vacant,373158.0,428191.0,35547.0,36636.0,8.96,300,3254.16,264187.0,0,32.960117,-108.39354,synthetic
9377,Hybrid,Wholesale,Single Family,2674 Pine Cir,Nashville,TN,74516,Davidson,3,3.0,2119,1990,Heavy Rehab,Owner-Occupied,439625.0,699043.0,127819.0,12182.0,3.78,240,3294.2,361511.0,9,48.794164,-76.761736,synthetic
9378,Rent To Own,Wholesale,Townhouse,5655 Oak Rd,Madison,OK,61813,County,2,2.5,1553,1981,Light Rehab,Tenant-Occupied,396634.0,504268.0,79588.0,12770.0,3.73,360,2200.5,273400.0,13,45.656415,-113.275579,synthetic
9379,Land Deal,LTR,Single Family,5251 River Dr,Franklin,OR,10708,County,3,2.0,2265,1992,Heavy Rehab,Tenant-Occupied,365775.0,643456.0,63282.0,22976.0,3.72,360,1986.83,387138.0,6,29.002724,-118.511185,synthetic
9380,Hybrid,Fix & Flip,Single Family,9616 Maple St,Dallas,TX,64024,Dallas,4,2.0,3155,1959,Turnkey,Vacant,391915.0,478361.0,124647.0,30541.0,5.87,180,3672.66,210206.0,6,44.634248,-82.696052,synthetic
9381,Seller Finance,STR,Land,9295 River Dr,Riverton,MI,13968,County,4,3.0,2271,1928,Light Rehab,Owner-Occupied,206318.0,260038.0,29538.0,23085.0,3.96,360,1229.58,152489.0,16,33.055332,-106.968973,synthetic
9382,Subto,STR,Single Family,8757 River Way,Chandler,AZ,94974,Maricopa,4,3.0,2811,2017,Medium Rehab,Vacant,274651.0,391983.0,31400.0,16221.0,6.53,240,2302.06,242989.0,21,30.132908,-69.098682,synthetic
9383,Cash,Fix & Flip,Single Family,2392 Carr Cir,Miami,FL,73935,Miami-Dade,3,2.0,3159,1981,Medium Rehab,Tenant-Occupied,541450.0,983957.0,113281.0,541450.0,0.0,0,0.0,575489.0,19,36.249251,-92.552627,synthetic
9384,Lease Purchase,STR,Single Family,621 River Ave,Knoxville,TN,43112,Knox,3,1.5,3028,1953,Medium Rehab,Tenant-Occupied,563296.0,639495.0,129203.0,10476.0,5.27,360,3897.0,318444.0,3,38.162702,-88.362683,synthetic
9385,Cash,Co-Living,Townhouse,5271 Sikes Cir,Four Oaks,NC,31771,Johnston,3,2.0,2170,1968,Light Rehab,Vacant,263140.0,391841.0,20832.0,263140.0,0.0,0,0.0,253457.0,11,30.71998,-109.364669,synthetic
9386,Seller Finance,Fix & Flip,Single Family,1766 Maple St,Mauldin,SC,82864,Greenville,6,2.0,2681,1983,Medium Rehab,Tenant-Occupied,452528.0,819157.0,131564.0,14278.0,6.62,240,4009.82,441846.0,8,43.446326,-79.894485,synthetic
9387,Land Deal,Fix & Flip,Single Family,3802 River St,Franklin,CO,73963,County,4,2.0,3279,2013,Turnkey,Vacant,808197.0,1278470.0,190514.0,11546.0,7.84,360,6956.88,704415.0,8,39.131189,-88.157404,synthetic
9388,Wrap,STR,Multi-Family,1696 Garden Way,Fairview,MD,42810,County,5,2.5,2803,1978,Medium Rehab,Owner-Occupied,658347.0,761872.0,135922.0,10652.0,5.33,300,4891.28,397388.0,68,39.456064,-104.440973,synthetic
9389,Seller Finance,STR,Single Family,3303 Cedar Blvd,Franklin,MD,73390,County,3,2.5,2602,1991,Light Rehab,Tenant-Occupied,471758.0,650149.0,99377.0,12888.0,3.91,180,4016.8,355727.0,46,29.045994,-108.078767,synthetic
9390,Cash,LTR,Single Family,5238 Union Cir,Jarrell,TX,43533,Williamson,3,1.5,2350,1977,Turnkey,Owner-Occupied,733954.0,883639.0,214470.0,733954.0,0.0,0,0.0,404077.0,24,42.693032,-78.927594,synthetic
9391,Land Deal,Wholesale,Multi-Family,3809 Union Cir,Madison,MS,74810,County,5,2.0,2566,1991,Turnkey,Tenant-Occupied,208846.0,351320.0,22228.0,18699.0,6.79,180,1930.34,223696.0,17,29.286391,-73.071712,synthetic
9392,Cash,Wholesale,Single Family,1019 Garden St,Springfield,NV,39536,County,4,3.0,2164,1967,Medium Rehab,Vacant,200595.0,287421.0,14541.0,200595.0,0.0,0,0.0,186654.0,12,27.230508,-75.88463,synthetic
9393,Seller Finance,Wholesale,Single Family,7962 Sikes Ct,Franklin,PA,60744,County,5,1.0,2616,1942,Light Rehab,Owner-Occupied,375267.0,492539.0,56786.0,21204.0,6.97,300,2919.24,287991.0,0,40.62967,-68.517462,synthetic
9394,Seller Finance,Wholesale,Single Family,159 Union Ct,Orlando,FL,55993,Orange,5,1.0,3511,1982,Heavy Rehab,Tenant-Occupied,762945.0,1233661.0,133488.0,20170.0,5.12,240,6323.59,730075.0,4,48.992321,-79.970197,synthetic
9395,Wrap,Fix & Flip,Manufactured,4856 Oak Dr,Sacramento,CA,16489,Sacramento,3,3.0,3063,2005,Heavy Rehab,Tenant-Occupied,743101.0,1205547.0,102918.0,20957.0,6.65,360,5656.19,740966.0,0,36.934452,-74.445232,synthetic
9396,Cash,LTR,Single Family,7682 Atlanta Cir,Augusta,GA,79608,Richmond,6,3.0,2459,1991,Medium Rehab,Tenant-Occupied,375701.0,596659.0,74413.0,375701.0,0.0,0,0.0,343248.0,39,45.315088,-110.407148,synthetic
9397,Cash,MTR,Single Family,9522 Magnolia Rd,Riverton,IL,44308,County,4,3.0,3115,1954,Medium Rehab,Owner-Occupied,390773.0,545453.0,77180.0,390773.0,0.0,0,0.0,304637.0,14,31.43978,-122.834206,synthetic
9398,Land Deal,MTR,Single Family,7517 Maple Way,Miami,FL,63266,Miami-Dade,3,3.5,1440,1992,Light Rehab,Owner-Occupied,342554.0,451406.0,58566.0,17930.0,6.33,240,2985.02,257418.0,7,27.486094,-123.387505,synthetic
9399,Cash,N/A,Condo,9935 River Way,Phoenix,AZ,69982,Maricopa,4,3.0,1802,1979,Turnkey,Owner-Occupied,180513.0,304827.0,67244.0,180513.0,0.0,0,0.0,146135.0,8,33.62677,-122.75669,synthetic
9400,Subto,LTR,Townhouse,9479 Mason Blvd,Phoenix,AZ,78674,Maricopa,5,3.0,3829,1962,Light Rehab,Owner-Occupied,377966.0,601482.0,104441.0,8483.0,5.6,240,3130.87,316596.0,22,35.385196,-83.639126,synthetic
9401,Lease Purchase,LTR,Single Family,2332 Park Blvd,Charlotte,NC,89438,Mecklenburg,4,1.0,2773,1989,Heavy Rehab,Owner-Occupied,191587.0,285915.0,63297.0,12957.0,4.44,240,1388.34,136843.0,6,36.939448,-114.667438,synthetic
9402,Hybrid,Wholesale,Townhouse,8609 Mason Rd,Madison,IL,62941,County,4,3.0,2463,1977,Medium Rehab,Owner-Occupied,361477.0,646355.0,145459.0,17591.0,3.8,300,2400.48,306990.0,7,47.034236,-120.620162,synthetic
9403,Lease Purchase,N/A,Townhouse,1682 Sunset St,Riverside,CA,54791,Riverside,4,2.5,2126,1978,Light Rehab,Tenant-Occupied,202647.0,334452.0,50177.0,9592.0,7.0,300,1668.02,183939.0,25,42.926335,-120.943757,synthetic
9404,Land Deal,Wholesale,Single Family,8877 Lake Blvd,Houston,TX,37183,Harris,4,3.0,2129,1957,Medium Rehab,Vacant,461014.0,824772.0,39868.0,14604.0,7.44,360,3851.88,537473.0,24,38.009357,-119.560484,synthetic
9405,Seller Finance,LTR,Single Family,1215 Pine St,Charleston,SC,48752,Charleston,3,4.0,2554,2001,Light Rehab,Tenant-Occupied,404736.0,525876.0,69683.0,22151.0,6.05,240,3360.48,298431.0,11,28.425068,-74.960243,synthetic
9406,Hybrid,Wholesale,Single Family,6048 Carr Rd,Madison,AL,14058,County,3,3.5,1582,1982,Turnkey,Owner-Occupied,261937.0,321660.0,69890.0,15986.0,5.7,360,1650.99,155273.0,1,45.093232,-82.546767,synthetic
9407,Wrap,LTR,Single Family,9152 Sunset Way,Riverside,CA,20414,Riverside,3,2.5,1401,2008,Turnkey,Vacant,203044.0,251867.0,29981.0,12867.0,7.48,360,1517.4,146326.0,14,26.271788,-68.153735,synthetic
9408,Seller Finance,Fix & Flip,Single Family,451 Sikes Ct,Riverton,LA,99693,County,3,2.0,2098,1956,Turnkey,Tenant-Occupied,432467.0,524127.0,40780.0,9123.0,6.21,360,3006.43,326109.0,29,29.970487,-68.028468,synthetic
9409,Subto,N/A,Townhouse,958 Atlanta St,Knoxville,TN,45448,Knox,4,1.5,2557,1975,Heavy Rehab,Vacant,421884.0,497456.0,78588.0,21779.0,6.69,180,4218.69,269630.0,2,45.989019,-78.255183,synthetic
9410,DSCR Carryback,STR,Single Family,7230 Sunset Way,Franklin,MD,33807,County,2,3.0,1629,1941,Medium Rehab,Vacant,360701.0,484072.0,68476.0,11632.0,6.36,180,3606.09,270374.0,37,27.004541,-114.057261,synthetic
9411,Land Deal,Wholesale,Land,4511 Magnolia Cir,Orlando,FL,49899,Orange,3,2.0,2277,1986,Heavy Rehab,Vacant,487041.0,826832.0,91732.0,13404.0,5.18,360,3324.45,487051.0,26,46.736707,-108.565255,synthetic
9412,Wrap,STR,Multi-Family,6784 Sunset Dr,San Diego,CA,84562,San Diego,5,3.0,2443,1943,Medium Rehab,Tenant-Occupied,362873.0,635151.0,66305.0,18436.0,6.44,240,2997.7,378301.0,7,38.293299,-112.738982,synthetic
9413,Cash,LTR,Single Family,5028 Sunset Dr,Franklin,PA,48228,County,3,1.5,2766,1954,Medium Rehab,Owner-Occupied,577300.0,862397.0,182791.0,577300.0,0.0,0,0.0,420886.0,12,42.116382,-116.474072,synthetic
9414,DSCR Carryback,LTR,Single Family,7285 Magnolia Ln,Jacksonville,FL,80439,Duval,3,3.5,1441,1942,Medium Rehab,Vacant,295940.0,401256.0,35637.0,9691.0,6.18,360,2155.86,245242.0,0,48.352624,-98.749325,synthetic
9415,Cash,STR,Manufactured,5506 Sikes Way,Greenville,LA,12298,County,4,2.0,2544,1958,Turnkey,Owner-Occupied,691250.0,818731.0,39087.0,691250.0,0.0,0,0.0,534025.0,19,26.511678,-95.470284,synthetic
9416,Subto,LTR,Single Family,2772 Sikes St,Riverton,CO,89818,County,3,3.5,2381,2001,Heavy Rehab,Vacant,299553.0,437760.0,115987.0,17045.0,9.09,240,3089.86,190445.0,37,31.29836,-86.301572,synthetic
9417,Seller Finance,Co-Living,Condo,8321 Carr Way,Durham,NC,71406,Durham,4,2.0,2278,1982,Light Rehab,Vacant,401310.0,723474.0,0.0,20069.0,4.54,360,2331.1,506432.0,8,43.177707,-68.442798,synthetic
9418,Subto,Wholesale,Single Family,5427 Pine Ct,Charlotte,NC,68840,Mecklenburg,5,1.0,2285,1990,Light Rehab,Owner-Occupied,181764.0,287636.0,44193.0,27959.0,6.64,300,1197.87,157152.0,5,31.94803,-73.581256,synthetic
9419,DSCR Carryback,STR,Manufactured,1046 Lake Ave,Franklin,OH,65444,County,4,3.5,2214,1981,Medium Rehab,Owner-Occupied,288332.0,451918.0,34974.0,9664.0,5.59,180,2730.21,281369.0,1,26.228034,-81.092176,synthetic
9420,Lease Purchase,Fix & Flip,Multi-Family,4998 Hill Way,Springfield,WA,25619,County,2,1.0,1788,2020,Light Rehab,Tenant-Occupied,427039.0,556814.0,160808.0,14579.0,4.93,360,2871.53,228962.0,6,28.728212,-106.013988,synthetic
9421,Seller Finance,Fix & Flip,Condo,4634 Carr Ct,Charleston,SC,71168,Charleston,2,2.0,1669,1962,Light Rehab,Tenant-Occupied,165853.0,209282.0,16499.0,13031.0,4.73,300,1003.84,129999.0,0,39.710595,-79.601442,synthetic
9422,Cash,Fix & Flip,Single Family,3245 Atlanta Blvd,Madison,OR,76013,County,4,3.0,2676,1964,Heavy Rehab,Tenant-Occupied,295068.0,457173.0,67264.0,295068.0,0.0,0,0.0,252757.0,9,39.141658,-83.170538,synthetic
9423,Land Deal,LTR,Multi-Family,9955 Lake Blvd,Raleigh,NC,87248,Wake,3,3.5,2750,2005,Light Rehab,Tenant-Occupied,513190.0,613973.0,88170.0,22943.0,5.11,300,3405.33,341611.0,16,39.106527,-108.326,synthetic
